phase,dataset,method,budget,mean_relative_error,median_query_mean_error,p90_query_mean_error,se_query_cluster,median_latency_ms,p90_latency_ms,mean_actual_samples,mean_kernel_evaluations,mean_full_dimension_distances_or_dots,low_dim_score_evaluations,observations,queries
audit,isolet,matched_single,32,0.4331368338545642,0.4002368271786325,0.6809221830786978,0.013228855687057159,0.21261,0.2340304,32.0,32.0,96.0,1800.0,1000,200
audit,isolet,matched_single,64,0.2640212707322428,0.2489041976334247,0.39598317201890537,0.007224464089174362,0.2256305,0.2334092,64.0,64.0,128.0,1800.0,1000,200
audit,isolet,matched_single,128,0.15013412076598553,0.1465341926097497,0.22964279345918517,0.004206347551863966,0.29157,0.30024490000000004,128.0,128.0,192.0,1800.0,1000,200
audit,isolet,matched_single,256,0.07231955827595148,0.07015672818628152,0.1069262334818674,0.0021166216486267924,0.3918745,0.4016263,256.0,256.0,320.0,1800.0,1000,200
audit,isolet,matched_single,512,0.029851041725730235,0.02765041035305171,0.04924792241755444,0.001026824071567141,0.563601,0.5761825,512.0,512.0,576.0,1800.0,1000,200
audit,isolet,uniform_mc,32,0.6254050340136189,0.4835042980733685,0.9509985409557999,0.058971180192158766,0.078946,0.08763689999999999,32.0,32.0,32.0,0.0,1000,200
audit,isolet,uniform_mc,64,0.4058441474181031,0.33212267061095124,0.7367034313352958,0.019455039936735176,0.087743,0.09303810000000001,64.0,64.0,64.0,0.0,1000,200
audit,isolet,uniform_mc,128,0.3064299252594505,0.25312173882167377,0.48795092674630547,0.01728627244120957,0.1300525,0.133563,128.0,128.0,128.0,0.0,1000,200
audit,isolet,uniform_mc,256,0.21252094540385627,0.17886290881383873,0.36653865362849836,0.01046877934030598,0.229114,0.2340178,256.0,256.0,256.0,0.0,1000,200
audit,isolet,uniform_mc,512,0.14207515197193785,0.12131926573214794,0.23182079463947752,0.006652289883185564,0.393489,0.3987001,512.0,512.0,512.0,0.0,1000,200
test,amazon,current_approx,32,0.2348935551707333,0.19089993970545616,0.3425917385289965,0.024108574437040602,1.4193865,1.8096185,32.0,32.0,92.0,0.0,1000,200
test,amazon,current_approx,64,0.19160043351715678,0.1307318529475105,0.28678656993213747,0.017451802332481524,1.4994495,1.8667026,64.0,64.0,124.0,0.0,1000,200
test,amazon,current_approx,128,0.1845086005483162,0.09650058605829762,0.2937523831051526,0.021851199069931146,2.1307245,2.5024387000000003,128.0,128.0,188.0,0.0,1000,200
test,amazon,current_approx,256,0.14451242486244412,0.06989755423624641,0.2892060908645583,0.014758280388873767,3.386311,3.8639476,256.0,256.0,316.0,0.0,1000,200
test,amazon,current_approx,512,0.10349354658350088,0.03794559917526391,0.28460700303848074,0.008838033167963066,17.503636,20.2523357,512.0,512.0,572.0,0.0,1000,200
test,amazon,deann,32,0.1981310842274241,0.19179864558517917,0.3039985809542497,0.005641542906886664,1.5928365,1.6579872,32.0,32.718,755.588,0.0,1000,200
