phase,dataset,budget,method,comparator,mean_error_difference,difference_ci_low,difference_ci_high,relative_error_reduction,reduction_ci_low,reduction_ci_high,query_count,bootstrap_resamples,bootstrap_seed
test,isolet,128,final,deann,0.02215193797164913,0.014369307536271038,0.030160704466311732,-0.25208489197891915,-0.3600014699073943,-0.15592818931992675,200,1000,20260916
test,isolet,128,final,matched_single,-0.030684845817525685,-0.039374671015760754,-0.022474453762078534,0.21806890613979213,0.1648928640606769,0.2684847274196091,200,1000,20260916
test,isolet,128,final,matched_neyman,0.012700470993385051,0.005117298853678449,0.019224736950955786,-0.13049361319785913,-0.20542242129858884,-0.05060333688123624,200,1000,20260916
test,isolet,256,final,current_approx,-0.1533514917450214,-0.17759118534672969,-0.13241431529601919,0.743286014755991,0.7079660079067076,0.7767482317859499,200,1000,20260916
test,isolet,256,final,uniform_mc,-0.1738545860464329,-0.1994198435362792,-0.15043375915573046,0.7664914711015993,0.7337107051826729,0.7955835639322164,200,1000,20260916
test,isolet,256,final,deann,0.006578343862864423,0.0020086282445844414,0.0114127314281081,-0.14181819668896245,-0.26171526701601544,-0.040632932651828005,200,1000,20260916
test,isolet,256,final,matched_single,-0.01601821948880313,-0.020550325396750335,-0.01156669015557141,0.23220761932422618,0.1740203842387487,0.2875911498252325,200,1000,20260916
test,isolet,256,final,matched_neyman,0.00828592032439638,0.00471754241796818,0.011860914588528766,-0.1854578888343168,-0.2736160414659563,-0.10296497139057764,200,1000,20260916
test,isolet,512,final,current_approx,-0.10660653597927994,-0.12043714296507359,-0.09342992561804106,0.8289035249572144,0.804467765390482,0.851895641177218,200,1000,20260916
test,isolet,512,final,uniform_mc,-0.1172889024540969,-0.13075952965134757,-0.10366544933256566,0.8420248140167692,0.819672809955001,0.861314900859156,200,1000,20260916
test,isolet,512,final,deann,-0.004196518883300365,-0.006735383067965553,-0.0017717485131977342,0.160163335506041,0.07318408638174591,0.23509955834501908,200,1000,20260916
test,isolet,512,final,matched_single,-0.007428560542909794,-0.009110833560103516,-0.0056377377762744365,0.2523842293174907,0.20052574910146545,0.30007665168699277,200,1000,20260916
test,isolet,512,final,matched_neyman,0.0030122004713374405,0.0017210385725275998,0.004407854811613043,-0.1585971676391178,-0.2391863246774894,-0.08753424852098546,200,1000,20260916
