dataset,phase,n,method,time_cap_ms,attained,budget,error
isolet,audit,1800,exact_annular,4.0,True,512.0,0.04998018964052015
isolet,audit,1800,official_E,0.125,False,,
isolet,audit,1800,official_E,0.25,True,128.0,0.08612986456100856
isolet,audit,1800,official_E,0.5,True,512.0,0.01300330900830148
isolet,audit,1800,official_E,1.0,True,512.0,0.01300330900830148
isolet,audit,1800,official_E,2.0,True,512.0,0.01300330900830148
isolet,audit,1800,official_E,4.0,True,512.0,0.01300330900830148
isolet,audit,1800,official_O,0.125,False,,
isolet,audit,1800,official_O,0.25,True,256.0,0.04569174140722135
isolet,audit,1800,official_O,0.5,True,512.0,0.026075039880768588
isolet,audit,1800,official_O,1.0,True,512.0,0.026075039880768588
isolet,audit,1800,official_O,2.0,True,512.0,0.026075039880768588
isolet,audit,1800,official_O,4.0,True,512.0,0.026075039880768588
isolet,audit,1800,official_T,0.125,True,128.0,0.14635067096783916
isolet,audit,1800,official_T,0.25,True,512.0,0.03815686982309425
isolet,audit,1800,official_T,0.5,True,512.0,0.03815686982309425
isolet,audit,1800,official_T,1.0,True,512.0,0.03815686982309425
isolet,audit,1800,official_T,2.0,True,512.0,0.03815686982309425
isolet,audit,1800,official_T,4.0,True,512.0,0.03815686982309425
isolet,audit,1800,projected_current,0.125,False,,
isolet,audit,1800,projected_current,0.25,False,,
isolet,audit,1800,projected_current,0.5,True,128.0,0.11658841895223332
isolet,audit,1800,projected_current,1.0,True,512.0,0.024443242458163216
isolet,audit,1800,projected_current,2.0,True,512.0,0.024443242458163216
isolet,audit,1800,projected_current,4.0,True,512.0,0.024443242458163216
isolet,audit,1800,projected_fast,0.125,False,,
isolet,audit,1800,projected_fast,0.25,False,,
isolet,audit,1800,projected_fast,0.5,True,128.0,0.11209858327971926
isolet,audit,1800,projected_fast,1.0,True,512.0,0.023037362466161206
isolet,audit,1800,projected_fast,2.0,True,512.0,0.023037362466161206
isolet,audit,1800,projected_fast,4.0,True,512.0,0.023037362466161206
isolet,audit,1800,uniform_mc,0.125,True,32.0,0.6254050340136186
isolet,audit,1800,uniform_mc,0.25,True,128.0,0.30642992525945006
isolet,audit,1800,uniform_mc,0.5,True,512.0,0.1420751519719374
isolet,audit,1800,uniform_mc,1.0,True,512.0,0.1420751519719374
isolet,audit,1800,uniform_mc,2.0,True,512.0,0.1420751519719374
isolet,audit,1800,uniform_mc,4.0,True,512.0,0.1420751519719374
isolet,test,1800,ann_E_multi,0.125,False,,
isolet,test,1800,ann_E_multi,0.25,False,,
isolet,test,1800,ann_E_multi,0.5,False,,
isolet,test,1800,ann_E_multi,1.0,True,512.0,0.011927718237425665
isolet,test,1800,ann_E_multi,2.0,True,512.0,0.011927718237425665
isolet,test,1800,ann_E_multi,4.0,True,512.0,0.011927718237425665
isolet,test,1800,ann_E_single,0.125,False,,
isolet,test,1800,ann_E_single,0.25,False,,
isolet,test,1800,ann_E_single,0.5,True,256.0,0.03591782612500164
isolet,test,1800,ann_E_single,1.0,True,512.0,0.014241843205711318
isolet,test,1800,ann_E_single,2.0,True,512.0,0.014241843205711318
isolet,test,1800,ann_E_single,4.0,True,512.0,0.014241843205711318
isolet,test,1800,ann_T_multi,0.125,False,,
isolet,test,1800,ann_T_multi,0.25,False,,
isolet,test,1800,ann_T_multi,0.5,False,,
isolet,test,1800,ann_T_multi,1.0,True,512.0,0.0287659696120309
isolet,test,1800,ann_T_multi,2.0,True,512.0,0.0287659696120309
isolet,test,1800,ann_T_multi,4.0,True,512.0,0.0287659696120309
isolet,test,1800,ann_T_single,0.125,False,,
isolet,test,1800,ann_T_single,0.25,False,,
isolet,test,1800,ann_T_single,0.5,True,256.0,0.0759053285143855
isolet,test,1800,ann_T_single,1.0,True,512.0,0.037564099608032316
isolet,test,1800,ann_T_single,2.0,True,512.0,0.037564099608032316
isolet,test,1800,ann_T_single,4.0,True,512.0,0.037564099608032316
isolet,test,1800,exact,0.125,False,,
isolet,test,1800,exact,0.25,False,,
isolet,test,1800,exact,0.5,True,0.0,0.0
isolet,test,1800,exact,1.0,True,0.0,0.0
isolet,test,1800,exact,2.0,True,0.0,0.0
isolet,test,1800,exact,4.0,True,0.0,0.0
isolet,test,1800,exact_annular,0.125,False,,
isolet,test,1800,exact_annular,0.25,False,,
isolet,test,1800,exact_annular,0.5,False,,
isolet,test,1800,exact_annular,1.0,True,512.0,0.05213405201189332
isolet,test,1800,exact_annular,2.0,True,512.0,0.05213405201189332
isolet,test,1800,exact_annular,4.0,True,512.0,0.05213405201189332
isolet,test,1800,official_E,0.125,False,,
isolet,test,1800,official_E,0.25,True,256.0,0.03545685607029135
isolet,test,1800,official_E,0.5,True,512.0,0.014977258075988183
isolet,test,1800,official_E,1.0,True,512.0,0.014977258075988183
isolet,test,1800,official_E,2.0,True,512.0,0.014977258075988183
isolet,test,1800,official_E,4.0,True,512.0,0.014977258075988183
isolet,test,1800,official_O,0.125,False,,
isolet,test,1800,official_O,0.25,True,256.0,0.046385753143456325
isolet,test,1800,official_O,0.5,True,512.0,0.02620149530503511
isolet,test,1800,official_O,1.0,True,512.0,0.02620149530503511
isolet,test,1800,official_O,2.0,True,512.0,0.02620149530503511
isolet,test,1800,official_O,4.0,True,512.0,0.02620149530503511
isolet,test,1800,official_T,0.125,True,128.0,0.1446986788276576
isolet,test,1800,official_T,0.25,True,512.0,0.03612958771251911
isolet,test,1800,official_T,0.5,True,512.0,0.03612958771251911
isolet,test,1800,official_T,1.0,True,512.0,0.03612958771251911
isolet,test,1800,official_T,2.0,True,512.0,0.03612958771251911
isolet,test,1800,official_T,4.0,True,512.0,0.03612958771251911
isolet,test,1800,projected_current,0.125,False,,
isolet,test,1800,projected_current,0.25,False,,
isolet,test,1800,projected_current,0.5,True,128.0,0.11002685105252322
isolet,test,1800,projected_current,1.0,True,512.0,0.022004976421734757
isolet,test,1800,projected_current,2.0,True,512.0,0.022004976421734757
isolet,test,1800,projected_current,4.0,True,512.0,0.022004976421734757
isolet,test,1800,projected_fast,0.125,False,,
isolet,test,1800,projected_fast,0.25,False,,
isolet,test,1800,projected_fast,0.5,True,128.0,0.10964295617365295
isolet,test,1800,projected_fast,1.0,True,512.0,0.02247410318599653
isolet,test,1800,projected_fast,2.0,True,512.0,0.02247410318599653
isolet,test,1800,projected_fast,4.0,True,512.0,0.02247410318599653
isolet,test,1800,uniform_mc,0.125,True,32.0,0.565507943679159
isolet,test,1800,uniform_mc,0.25,True,256.0,0.22681868305275368
isolet,test,1800,uniform_mc,0.5,True,512.0,0.13929387887583164
isolet,test,1800,uniform_mc,1.0,True,512.0,0.13929387887583164
isolet,test,1800,uniform_mc,2.0,True,512.0,0.13929387887583164
isolet,test,1800,uniform_mc,4.0,True,512.0,0.13929387887583164
