dataset,phase,n,method,budget,mean_relative_error,median_error,p90_error,se_query_cluster,median_latency_ms,queries,actual_kernel_evaluations,actual_samples
cifar10_gist512,audit,1800,official_O,128,0.11796623037703072,0.10808443403442591,0.17681193752276606,0.0032428436749080297,0.132745,200,131.502,128.0
cifar10_gist512,audit,1800,official_O,256,0.07464737899196268,0.0669651940388163,0.1175903804905128,0.002381279877638203,0.1661975,200,270.264,256.0
cifar10_gist512,audit,1800,official_O,512,0.04470645383210263,0.03900061439612751,0.07148419227010029,0.0017532583766220614,0.227016,200,570.425,511.885
cifar10_gist512,audit,1800,official_T,32,0.31232607091408704,0.2740735643400212,0.4947718814871995,0.010024688607237051,0.086703,200,32.132,32.0
cifar10_gist512,audit,1800,official_T,64,0.22281556893815518,0.19929693476642552,0.3323119114602785,0.009290175760577205,0.091654,200,64.494,64.0
cifar10_gist512,audit,1800,official_T,128,0.15098403875077623,0.13973488425644712,0.23914329847902827,0.0045919357493100455,0.101025,200,130.012,128.0
cifar10_gist512,audit,1800,official_T,256,0.100893452512572,0.09255691103259561,0.14886506151232107,0.003229088566823003,0.121067,200,264.052,255.97
cifar10_gist512,audit,1800,official_T,512,0.0607942781190939,0.0532713608318896,0.0919984195677601,0.0024790282454840743,0.1556865,200,534.815,505.355
cifar10_gist512,audit,1800,projected_current,32,0.2614144196478365,0.23268892982565453,0.4280994729429995,0.008743597391675812,0.3579955,200,32.0,32.0
cifar10_gist512,audit,1800,projected_current,64,0.1654709097394806,0.1572848920844633,0.2530926246727715,0.00505204136062293,0.375056,200,64.0,64.0
cifar10_gist512,audit,1800,projected_current,128,0.10876861351001345,0.09746303107019241,0.17120246816952508,0.003401480388613759,0.412222,200,128.0,128.0
cifar10_gist512,audit,1800,projected_current,256,0.06460211183549813,0.061721571577216,0.09587873470716538,0.002495232195862663,0.490992,200,256.0,256.0
cifar10_gist512,audit,1800,projected_current,512,0.032407605989097844,0.029177329965772603,0.049492895083678067,0.0011076951890547958,0.630643,200,512.0,512.0
cifar10_gist512,audit,1800,projected_fast,32,0.260611417550852,0.24226188562209922,0.39413238682777024,0.00815117086483118,0.359282,200,32.0,32.0
cifar10_gist512,audit,1800,projected_fast,64,0.17245950398463042,0.15801595277564412,0.2741986618537463,0.006090952870466922,0.3762725,200,64.0,64.0
cifar10_gist512,audit,1800,projected_fast,128,0.1094438451330846,0.0990014175718019,0.1656163656278322,0.003340639147320434,0.415194,200,128.0,128.0
cifar10_gist512,audit,1800,projected_fast,256,0.06173151503508642,0.056165912875000404,0.09509948641796916,0.00212645013759244,0.494874,200,256.0,256.0
cifar10_gist512,audit,1800,projected_fast,512,0.03341496669763708,0.030940558105841003,0.050092699112914266,0.0014544734754353857,0.6351245,200,512.0,512.0
cifar10_gist512,audit,1800,uniform_mc,32,0.33744961544052643,0.29186336736227814,0.528408189355601,0.012654746925251637,0.1115445,200,32.0,32.0
cifar10_gist512,audit,1800,uniform_mc,64,0.2276358001023553,0.2026111932196472,0.3575249418626079,0.008350829965181862,0.125724,200,64.0,64.0
cifar10_gist512,audit,1800,uniform_mc,128,0.18126343991694832,0.1487483113298838,0.2828314996680528,0.009605052141751017,0.156934,200,128.0,128.0
cifar10_gist512,audit,1800,uniform_mc,256,0.11966906691785974,0.10052780606548141,0.1932403249273508,0.005530003161902179,0.22943,200,256.0,256.0
cifar10_gist512,audit,1800,uniform_mc,512,0.07706717627031394,0.0647454373526562,0.13508152337853144,0.003229784098069417,0.3620515,200,512.0,512.0
cifar10_gist512,audit,20000,exact,64,0.0,0.0,0.0,0.0,4.741471,100,20000.0,20000.0
cifar10_gist512,audit,20000,exact,128,0.0,0.0,0.0,0.0,4.665884,100,20000.0,20000.0
cifar10_gist512,audit,20000,exact,256,0.0,0.0,0.0,0.0,4.745219,100,20000.0,20000.0
cifar10_gist512,audit,20000,exact_annular,64,0.11807409547142111,0.11391249190022612,0.17627235035744304,0.004872728293570645,5.2969335,100,64.0,64.0
cifar10_gist512,audit,20000,exact_annular,128,0.07938925362622212,0.0684402730171072,0.1322117189323113,0.004090669857954315,5.249934,100,128.0,128.0
cifar10_gist512,audit,20000,exact_annular,256,0.05352021757719091,0.045159104277581005,0.08492525190999438,0.0025964693984118796,5.3196535,100,256.0,256.0
cifar10_gist512,audit,20000,official_E,64,0.24668490810985444,0.22762308570697432,0.39075452314236897,0.011009829335478118,3.152584,100,64.092,64.0
cifar10_gist512,audit,20000,official_E,128,0.17310930824616577,0.1596188266085476,0.2704747662540408,0.008257077922821881,3.10686,100,128.384,128.0
cifar10_gist512,audit,20000,official_E,256,0.11517814683236981,0.10251431866932761,0.1773834423684874,0.005194668814878842,3.1618315,100,257.224,256.0
cifar10_gist512,audit,20000,official_O,64,0.25438746701141507,0.22492939388445643,0.39669833969146784,0.011656299590642221,0.6431985,100,64.084,64.0
cifar10_gist512,audit,20000,official_O,128,0.17810373296735005,0.1777704642964022,0.25170197865649513,0.008152500123144989,0.6325945,100,128.356,128.0
cifar10_gist512,audit,20000,official_O,256,0.12798670602043186,0.10994654325413669,0.19666541531920628,0.008864759061096307,0.681154,100,257.176,256.0
cifar10_gist512,audit,20000,official_T,64,0.26882042890823993,0.2459379064580904,0.42772499190765934,0.01457065324356969,0.277505,100,64.024,64.0
cifar10_gist512,audit,20000,official_T,128,0.17332844639629472,0.15861514588724182,0.29083128355909305,0.007469117122262917,0.2823355,100,128.176,128.0
cifar10_gist512,audit,20000,official_T,256,0.12074396264239906,0.11170745364179631,0.18784818261900146,0.006758702391893956,0.2696465,100,256.712,256.0
cifar10_gist512,audit,20000,projected_current,64,0.2214392928964318,0.17842740351712433,0.3577972852001365,0.013929413394150334,1.7355415,100,64.0,64.0
cifar10_gist512,audit,20000,projected_current,128,0.1551613868100149,0.1393326280169261,0.2532568956510922,0.0074762972555238285,1.801003,100,128.0,128.0
cifar10_gist512,audit,20000,projected_current,256,0.10252875378837648,0.08817655106321891,0.16367979830522633,0.0048061193540786026,1.910476,100,256.0,256.0
cifar10_gist512,audit,20000,projected_fast,64,0.2230269836054013,0.18210107100756093,0.3949886979791856,0.011710611461828242,0.990175,100,64.0,64.0
cifar10_gist512,audit,20000,projected_fast,128,0.1576137681332341,0.12996634199745552,0.2765187222372809,0.008572884696738097,1.035741,100,128.0,128.0
cifar10_gist512,audit,20000,projected_fast,256,0.09944320627577645,0.0881963157223273,0.17079874844837534,0.005008022750810729,1.138386,100,256.0,256.0
cifar10_gist512,audit,20000,uniform_mc,64,0.2533978740480894,0.21795465093623212,0.40242877788790543,0.012983037989257123,0.152232,100,64.0,64.0
cifar10_gist512,audit,20000,uniform_mc,128,0.19090797428577974,0.16449438835570232,0.28097492673150765,0.01058882253290501,0.187353,100,128.0,128.0
cifar10_gist512,audit,20000,uniform_mc,256,0.2344424905188245,0.1228322783054203,0.21848564554162375,0.10124849406298861,0.2725045,100,256.0,256.0
