dataset,phase,budget,comparator,final_gain_percent,gain_ci_low,gain_ci_high,error_difference_percent_points,difference_ci_low,difference_ci_high
cifar10_gist512,audit,32,deann_original,13.87751686199592,6.861491136755515,19.706197426309952,4.212353016828968,1.99023908258201,6.139482963114007
cifar10_gist512,audit,32,exact_annular,-73.88532998209207,-86.99635185244694,-60.46781093890269,-11.107717171854976,-12.928909010177925,-9.373041031181357
cifar10_gist512,audit,32,uniform_mc,22.53231069575492,16.012929253028823,28.468310409483536,7.603519579268964,5.166053221036726,10.197213975225676
cifar10_gist512,audit,64,deann_mean_relative_error,6.1064940439575555,-0.9106489853045946,12.668681033789573,1.0761629512965831,-0.15947187672496255,2.3137967694373147
cifar10_gist512,audit,64,deann_median_time_ns,25.736378957698058,19.14478780893133,32.49799983443254,5.734465919867471,4.104452260196032,7.809970646536607
cifar10_gist512,audit,64,deann_original,16.34698110168268,10.621031514954922,21.936603905262395,3.233535226836798,2.028722371259313,4.539374303176234
cifar10_gist512,audit,64,exact_annular,-46.37292114243079,-58.443373746883644,-35.56654947168491,-5.242342223428419,-6.361997693791206,-4.159818616913757
cifar10_gist512,audit,64,uniform_mc,27.308925193191335,21.331266402217537,33.32593372745086,6.216489036287492,4.544686046718761,7.998549904199097
cifar10_gist512,audit,128,deann_mean_relative_error,-9.134197150139833,-18.54350703703867,-0.6248802363328294,-0.9103598922169345,-1.7815126497434954,-0.06465975886669817
cifar10_gist512,audit,128,deann_median_time_ns,27.960190752643765,22.388947451936488,33.37678452866232,4.221542524076273,3.2225326310810742,5.240040901595925
cifar10_gist512,audit,128,deann_original,7.796821885060535,0.3819392335763392,14.80686754016376,0.9197616867017298,0.04286058451529546,1.7961876649949557
cifar10_gist512,audit,128,exact_annular,-33.62996321471377,-46.36424238233993,-21.957491059845687,-2.7373235637128595,-3.5486837498128634,-1.9158324641703892
cifar10_gist512,audit,128,uniform_mc,39.99417998475066,32.6871850408501,46.03504835142077,7.2494826406934845,5.394987575601517,9.217441465554447
cifar10_gist512,audit,256,deann_mean_relative_error,-22.56885541263962,-34.21823378284141,-12.021935169853847,-1.1895319707914895,-1.7820106307866357,-0.653927880486096
cifar10_gist512,audit,256,deann_median_time_ns,35.96996611108286,31.21165334251036,40.80429112670143,3.6291340677073762,3.0270362958021955,4.255126655033172
cifar10_gist512,audit,256,deann_original,13.45695896107224,4.512575308336961,20.75125441838649,1.0045267156464546,0.3202659403603329,1.6165029147580199
cifar10_gist512,audit,256,exact_annular,-15.425052863902632,-27.263146020489817,-4.531057856909092,-0.8633229662517679,-1.464643446420679,-0.2692202566516188
cifar10_gist512,audit,256,uniform_mc,46.016031127040605,40.238803885244145,51.23004018483771,5.50669550823616,4.499526281683741,6.624795152620624
cifar10_gist512,audit,512,deann_mean_relative_error,-46.39077483519274,-58.478123200312005,-35.52992192427827,-1.0269868125778083,-1.2596975583673629,-0.8022136903413037
cifar10_gist512,audit,512,deann_median_time_ns,46.692999749725374,41.84778783390248,51.012200871851476,2.8386672129996087,2.389847911691229,3.3205474805248465
cifar10_gist512,audit,512,deann_original,27.51022903582023,20.760505666368317,34.009502666293486,1.2298847843004785,0.8693068216370999,1.629893084298065
cifar10_gist512,audit,512,exact_annular,11.358693293008193,2.860316804945641,19.929795377425187,0.41527823817807885,0.09884192313811559,0.7843296324996585
cifar10_gist512,audit,512,uniform_mc,57.9488862087952,53.725395235361525,62.03661438838887,4.465957028121611,3.8771492218711208,5.163171904928162
cifar10_gist512,test,32,deann_mean_relative_error,9.137499267193084,1.3337763481760243,15.226468538072544,2.546972311639845,0.3551347310273505,4.345632963708309
